Date,Open,High,Low,Close,Volume
2017-08-21,0.43294,0.6494,0.43294,0.6494,3395309
2017-08-22,0.5929,0.6118,0.38588,0.41412,2801823
2017-08-23,0.40471,0.48,0.24471,0.24471,4385426
2017-08-24,0.22588,0.27294,0.20706,0.22588,3075419
2017-08-25,0.22588,0.26353,0.21647,0.22588,1964007
2017-08-28,0.22588,0.23529,0.20706,0.21647,501445
2017-08-29,0.22588,0.24471,0.20706,0.22588,1210885
2017-08-30,0.23529,0.23529,0.20706,0.21647,461172
2017-08-31,0.21647,0.21647,0.18824,0.19765,726120
2017-09-01,0.19765,0.21647,0.18824,0.21647,403068
2017-09-04,0.21647,0.24471,0.21647,0.22588,761448
2017-09-05,0.22588,0.23529,0.21647,0.22588,125357
2017-09-06,0.21647,0.21647,0.20706,0.21647,92406
2017-09-07,0.21647,0.21647,0.19765,0.19765,153266
2017-09-08,0.20706,0.20706,0.18824,0.20706,513461
2017-09-11,0.20706,0.22588,0.20706,0.21647,401168
2017-09-12,0.20706,0.21647,0.20706,0.21647,55424
2017-09-13,0.20706,0.21647,0.19765,0.21647,83679
2017-09-14,0.20706,0.20706,0.18824,0.19765,249387
2017-09-15,0.20706,0.21647,0.19765,0.20706,174305
2017-09-18,0.20706,0.28235,0.20706,0.27294,2127284
2017-09-19,0.27294,0.27294,0.23529,0.26353,1392322
2017-09-20,0.25412,0.25412,0.23529,0.25412,289983
2017-09-21,0.24471,0.25412,0.22588,0.24471,213873
2017-09-22,0.25412,0.25412,0.23529,0.25412,422301
2017-09-25,0.24471,0.27294,0.24471,0.24471,712591
2017-09-26,0.24471,0.24471,0.23529,0.23529,146601
2017-09-27,0.23529,0.26353,0.22588,0.24471,459354
2017-09-28,0.23529,0.25412,0.23529,0.24471,193367
2017-09-29,0.24471,0.26353,0.24471,0.26353,227928
2017-10-02,0.26353,0.30118,0.26353,0.29176,2039916
2017-10-03,0.29176,0.33882,0.28235,0.32941,3218017
2017-10-04,0.32941,0.38588,0.31059,0.38588,2891938
2017-10-05,0.39529,0.42353,0.34824,0.34824,2259326
2017-10-06,0.33882,0.37647,0.32,0.35765,1134785
2017-10-09,0.35765,0.38588,0.33882,0.35765,1510799
2017-10-10,0.35765,0.35765,0.32,0.33882,451450
2017-10-11,0.32941,0.35765,0.32,0.34824,235436
2017-10-12,0.34824,0.34824,0.32,0.32941,193505
2017-10-13,0.32941,0.34824,0.30118,0.34824,764528
2017-10-16,0.34824,0.36706,0.32941,0.36706,643156
2017-10-17,0.36706,0.36706,0.33882,0.33882,115890
2017-10-18,0.34824,0.35765,0.32941,0.32941,142868
2017-10-19,0.32941,0.34824,0.32,0.32941,183102
2017-10-20,0.32941,0.35765,0.31059,0.34824,247479
2017-10-23,0.34824,0.34824,0.31059,0.31059,206047
2017-10-24,0.32941,0.32941,0.29176,0.32941,169375
2017-10-25,0.31059,0.32941,0.25412,0.28235,946460
2017-10-26,0.27294,0.28235,0.26353,0.27294,141852
2017-10-27,0.27294,0.30118,0.27294,0.29176,443418
2017-10-30,0.30118,0.30118,0.28235,0.30118,168191
2017-10-31,0.29176,0.31059,0.28235,0.30118,112714
2017-11-02,0.30118,0.31059,0.27294,0.29176,232504
2017-11-03,0.30118,0.30118,0.29176,0.30118,58626
2017-11-06,0.30118,0.30118,0.28235,0.29176,7358
2017-11-07,0.27294,0.30118,0.27294,0.28235,90633
2017-11-08,0.28235,0.29176,0.27294,0.28235,54800
2017-11-09,0.28235,0.29176,0.27294,0.28235,24840
2017-11-10,0.28235,0.30118,0.26353,0.28235,198837
2017-11-13,0.28235,0.30118,0.28235,0.29176,181244
2017-11-14,0.30118,0.32,0.28235,0.28235,313174
2017-11-15,0.28235,0.29176,0.27294,0.28235,71497
2017-11-16,0.28235,0.28235,0.23529,0.26353,101592
2017-11-17,0.26353,0.29176,0.25412,0.29176,267076
2017-11-20,0.29176,0.29176,0.26353,0.28235,92606
2017-11-21,0.28235,0.28235,0.25412,0.26353,70111
2017-11-22,0.26353,0.27294,0.24471,0.27294,67048
2017-11-23,0.27294,0.27294,0.26353,0.27294,7917
2017-11-24,0.27294,0.27294,0.25412,0.26353,60968
2017-11-27,0.26353,0.26353,0.24471,0.25412,90002
2017-11-28,0.25412,0.25412,0.23529,0.24471,32030
2017-11-29,0.24471,0.24471,0.23529,0.24471,43820
2017-11-30,0.24471,0.25412,0.23529,0.24471,60792
2017-12-01,0.24471,0.24471,0.23529,0.24471,19071
2017-12-04,0.24471,0.25412,0.23529,0.24471,11837
2017-12-05,0.24471,0.25412,0.23529,0.25412,132624
2017-12-06,0.25412,0.25412,0.23529,0.24471,92060
2017-12-07,0.23529,0.24471,0.23529,0.24471,84439
2017-12-08,0.23529,0.24471,0.23529,0.24471,14856
2017-12-11,0.23529,0.27294,0.23529,0.27294,380338
2017-12-12,0.27294,0.27294,0.25412,0.26353,301804
2017-12-13,0.26353,0.26353,0.24471,0.25412,115258
2017-12-14,0.25412,0.25412,0.24471,0.24471,54443
2017-12-15,0.25412,0.25412,0.23529,0.25412,82845
2017-12-18,0.24471,0.24471,0.23529,0.24471,198386
2017-12-19,0.24471,0.24471,0.23529,0.24471,63610
2017-12-20,0.24471,0.24471,0.23529,0.24471,82059
2017-12-21,0.24471,0.25412,0.23529,0.25412,34406
2017-12-22,0.25412,0.25412,0.22588,0.22588,75558
2017-12-27,0.22588,0.22588,0.18824,0.19765,614620
2017-12-28,0.19765,0.20706,0.18824,0.20706,97907
2017-12-29,0.19765,0.19765,0.18824,0.19765,83469
